product_code;nombre ;nombre largo ;detalle ;familia ;clase;Costo;lista 
HEWHWRM45AKDWC;HELADERA WHIRLPOOL 400L EVOX;HELADERA WHIRLPOOL WRM45AK 400/375L EVOX FRIO SECO PANEL TOUCH;"Heladera Whirlpool Inox 400 Lts  . Mod: Wrm45Ak  . No Frost Con Freezer, La Combinacion Perfecta Entre Almacenamiento Y Disenho . Frio Seco  . Panel Touch  . Funciones Especiales: Vacaciones   Compras   Fiestas . Espacio Adapt: Estantes Y Bandejas Completamente Flexibles Para Adaptar El Espacio De Guardado A Las Diferentes Necesidades Podras Regularlos Y Realizar Multiples Combinaciones Sin Necesidad De Removerlos . Espacio Fresh: Conserva La Frescura Original De Tus Frutas Y Verduras Toda La Semana Y Evita Que Se Resequen Gracias Al Espacio Fresh . Turbo Freezer: Permite Aumentar La Potencia Del Freezer Por Hasta 3 Horas Para Enfriar Mas Rapido ùLo Mejor? Te Avisa Cuando Estan Listos Para Consumirlos . 10 Anhos De Garantia En El Compresor; 3 Anhos De Garantia En La Puerta, Contra Corrosion Y Oxidacion  . Cajon Para Frutas Y Verduras  . Luz Led Interior ";5;5001;4152057;5232000
HEWHWRM54ABDWC;HELADERA WHIRLPOOL 426L BL;HELADERA WHIRLPOOL WRM54AB 426/400L BLANCO FRIO SECO PANEL TOUCH;Estantes Y Bandejas Completamente Flexibles Para Adaptar El Espacio De Guardado A Las Diferentes Necesidades Podras Regularlos Y Realizar Multiples Combinaciones Sin Necesidad De Removerlos . Retirar El Hielo Nunca Fue Tan Sencillo Con Este Efectivo Sistema Puedes Hacerlo Con Solo Girar Una Perilla . Conserva La Frescura Original De Tus Frutas Y Verduras Toda La Semana Y Evita Que Se Resequen Gracias Al Espacio Fresco . Funciones Especiales: Vacaciones   Compras   Fiesta . Compartimiento Especial Para Conservar Tus Alimentos A La Temperatura Ideal: Carnes Hasta Por 5 Dias Sin Congelar, Bebidas O Lacteos . Espacio Adapt . Espacio Fresco . Congelar Control . Gira El Hielo;5;5001;4557139;5742000
HEWHWRM54AKDWC;HELADERA WHIRLPOOL 426L EVOX;HELADERA WHIRLPOOL WRM54AK 426/400L EVOX FRIO SECO PANEL TOUCH;Espacio Adapt . Espacio Fresh . Freeze Control . Twist Ice . Funcion Turbo . Control De Temperatura . Dimensiones (Altoxanchoxprof) 184,7 X 62,1 X 74,5 Cm . 3 Estantes De Vidrio Templado . Cajon Para Frutas Y Veduras . Eficiencia Energetica: A .  . ;5;5001;4607791;5806000
HEWHWRM56BB;HELADERA WHIRLPOOL 492L BL;HELADERA WHIRLPOOL WRM56BB 492/462L BLANCO INVERTER FRIO SECO PANEL TOUCH;Heladera Whirlpool  . Modelo: Wrm56Bb 492 462L  . Color:  . Blanco Inverter Frio Seco  . Panel Touch . Ancho 801 Cm . Alto 194 Cm . Largo 85 Cm . Peso 82000 Gr;5;5001;6495985;8185000
HEWHWRM56BKDWX;HELADERA WHIRLPOOL 492L EVOX;HELADERA WHIRLPOOL WRM56BK 492/462L EVOX INVERTER FRIO SECO PANEL TOUCH; . Heladera Whirlpool  . Modelo: Wrm56Bk 492 462L  . Evox Inverter Frio Seco  . Panel Touch . Ancho 801 Cm . Alto 194 Cm . Largo 85 Cm . Peso 82000 Gr;5;5001;6602649;8320000
HEWHWRM57BKDWX;HELADERA WHIRLPOOL 530L EVOX;HELADERA WHIRLPOOL WRM57BK 530/500L EVOX INVERTER FRIO SECO PANEL TOUCH;Heladera Whirlpool  . Modelo: Wrm57Bk 530 500L Evox Inverter Frio Seco  . Panel Touch . Ancho 801 Cm . Alto 204 Cm . Largo 85 Cm . Peso 84 Kg;5;5001;7127058;8981000
EDAHKCHAN;HERVIDORA PARA MATE ARNO 17L;HERVIDORA PARA MATE ARNO NEGRA MOD KCHA 2000W 17LTS 220V;Capacidad De 1,7 L . Selector De Temperatura: Ideal Para Preparacion De Mate (Hasta 85   C) Y Otros Preparados (Hasta 100   C) . Apagado Automatico A La Temperatura Seleccionada . Indicador Del Nivel De Agua: Para Siempre Colocar La Medida Ideal . Tapa Con Bloqueo De Seguridad Para Evitar Accidentes . Moderna Y Practica: Con Jarra Portatil Inalambrica, Pudiendo Ser Llevada A Cualquier Lugar;1;1011;263913;333000
EDTHTOK2AZN;HERVIDORA TOKYO 2T 2L;HERVIDORA TOKYO 2 TEMPERATURAS AZUL Y ROJO 2 LTS 1800W 220V/50HZ;Potencia 1800W . Capacidad 2Litros . 2 Opciones De Temperatura . Tapa Con Boton De Temperatura . Luces Indicadores De Funcionamiento . Bese Con Enrollador De Cable Incorporado . Apagado Automatico Segun La Temperatura;1;1011;96614;122000
EDTHTOKVIN;HERVIDORA TOKYO GLASS LED 17L;HERVIDORA TOKYO GLASS LED 17 LTS 1800W 220V/50HZ;La Hervidora Electrica Tokyo Glass Con Jarra De Vidrio Trasparente Cuenta Con Capacidad De 1,7 Litros . Con Una Potencia De 1800W Es Capaz De Calentar El Agua En Cuestion De Segundos . Tambien Esta Disenhada Para No Causar Ningun Tipo De Incendios, Esto Gracias A Su Sistema De Encendido Manual Y Apagado Automatico;1;1011;136636;173000
EDMILMPX16E;HIDROLAVADORA MICHELIN MPX16E;HIDROLAVADORA MICHELIN MPX16E 1600W /125BAR /MANGUERA 5M C/ ACCESORIOS;Hidrolavadora Michelin  . Modelo Mpx16E  . 1600W  125Bar  Manguera 5M con Accesorios . La Hidrolavadora Michelin Cuenta Con Un Disenho Compacto, Ocupa Poco Espacio Y Es Muy Facil De Manejar Es Apta Para La Limpieza De Senderos, Parrillas, Chimeneas, Cercas, Bicicletas, Motocicletas Y Coches;35;35013;748792;944000
EDMILMPX19EHDS;HIDROLAVADORA MICHELIN MPX19EH;HIDROLAVADORA MICHELIN MPX19EHDS 2VEL 1900W /140BAR /MANGUERA 6M C/ ACCESORIOS;Hidrolavadora Michelin  . Modelo Mpx19Ehds  . 2Vel 1900W  140Bar  Manguera 6M Con Accesorios . La Hidrolavadora Michelin Cuenta Con Un Disenho Compacto, Ocupa Poco Espacio Y Es Muy Facil De Manejar Es Apta Para La Limpieza De Senderos, Parrillas, Chimeneas, Cercas, Bicicletas, Motocicletas Y Coches;35;35013;1352060;1704000
COARFA3530HIXAN;HORNO ELECT ARISTON FA3530 66L;HORNO ELECTRICO ARISTON FA3530HIXA 66L INOX MULTIFUNCION;Ancho 65 Cm . Alto 67 Cm . Largo 64 Cm . Peso 28400 Gr;15;15002;3199987;4032000
COARFA3540HIXAN;HORNO ELECT ARISTON FA3540 66L;HORNO ELECTRICO ARISTON FA3540HIXA 66L INOX DIGITAL;Ancho 65 Cm . Alto 67 Cm . Largo 64 Cm . Peso 26300 Gr;15;15002;5130056;6464000
EDAHOFOR4N;HORNO ELECT ARNO AIRFRY 40LTS;HORNO ELECTRICO ARNO AIRFRY 6 EN 1 40LTS + ADAPTADOR;Espacioso, Versatil Y Saludable, Suficientemente Grande Para Asar 2 Pollos Al Mismo Tiempo Y Una Variedad De Recetas Para La Familia . Temporizador De 4 Horas Con Apagado Automatico . Capacidad 40 Litros . Tecnologia Conveccion Airfry .  Distribuye El Aire Caliente Uniformemente;15;15002;989992;1248000
EDXHOX495N;HORNO ELECT MOULINEX OX495 60L;HORNO ELECTRICO MOULINEX OPTIMO OX495 60L NEGRO 2200W;Ancho 489 Cm . Alto 497 Cm . Largo 69 Cm . Peso 161 Kg;15;15002;1330553;1677000
EDTHFOTTIAT;HORNO ELECTRICO TOKYO 50L;HORNO ELECTRICO TOKYO FOTTIA300 50L C/LIMPIA FACIL Y TIMER 300A?A C/1700W;Mejor Tecnologia Para Preparar Las Mejores Recetas En Tu Hogar .  .  Capacidad Interna De 50 Litros .  Rejilla Y Bandeja Removibles .  Termostato (Control Automatico De Temperatura) .  Timer Sonoro (Control De Tiempo) .  Luz Interna .  Dorador   Grill .  Interior Autolimpiante .  Interior Easy Clean;15;15002;660017;832000
GHTYXD20;HORNO ELECT TOKYO IND YXD20;HORNO ELECTRICO TOKYO INDUSTRIAL MOD YXD20 2BANDEJAS DE 40X60 CMS 220V/50HZ;Mod Yxd20 . 2Bandejas De 40X60 Cms . 220V 50Hz;36;36001;4168000;5252000
EDTHEISAN;HORNO ELECTRICO TOKYO ISA 60L;HORNO ELECTRICO TOKYO MOD ISA 60LTS INOX;Potencia: 2300W . Temperatura Hasta 240C .  Con Convector . 4 Modos De Coccion .  Frente De Acero Inox Y Tapa De Doble Vidrio . 60 Lts Capacidad . 90 Min Timer . Medidas An 60 Cm Alto 60 Cm Prof 57 Cm;15;15002;1694497;2136000
EDTHSMART;HORNO ELECTRICO TOKYO 60L ;HORNO ELECTRICO TOKYO SMART300  60L CON TIMER Y LIMPIA FACIL 300A?A C 1750W;Potencia: 1750W . Temperatura Hasta 300C . Con Grill Y Spiedo . Medidas Ancho 58 Cm Altura 41 Cm Prof 45 Cm;15;15002;870062;1097000
COWHAKZM656IXN;HORNO ELEC WHIRLPOOL 67L TOUCH;HORNO ELECTRICO WHIRLPOOL AKZM656IX 67L INOX 6TO SENTIDO PANEL TOUCH;Capacidad 67 Litros . Controles Digitales Tactiles . Puerta Full Cristal . Pre-Calentamiento Rapido . Funciones Especiales Temporizador;15;15002;5862969;7388000
COWHAKZM756IXN;HORNO ELECT WHIRLPOOL 67L MULT;HORNO ELECTRICO WHIRLPOOL AKZM756IXL 67L INOX MULTIFUNCION;Capacidad 67 Litros . Digital Controles Touch . Puerta Full Cristal . Pre-Calentamiento Rapido . Funciones Especiales Timer;15;15002;4770534;6011000
GHCTASSISTN;HORNO TOKYO INDUS ASSIST 28L;HORNO TOKYO INDUSTRIAL ASSIST 28L INOXIDABLE 1600W RESITENCIA ADIC HALOGENA;Ancho 575 Cm . Alto 435 Cm . Largo 39 Cm . Peso 13250 Gr;15;15002;549000;692000
EDTHEXGP100N;HORNO TOKYO XG PLUS 100L 2700W;HORNO TOKYO XG PLUS 100L 2700W CONVECTOR INTERIOR ANTIADHERENTE;Mejor Tecnologia Para Preparar Las Mejores Recetas En Tu Hogar . Potencia: 2700W . Temperatura: 100C A 250C . Con Convector Y Spiedo . Interior Antiadherente;15;15002;1340536;1690000
EDTHTOK3C;HUMIDIFICADOR DIGIT TOKYO 45L;HUMIDIFICADOR DIGITAL TOKYO 3EN1 IONIZA PURIFICA Y AROMATIZA 45LTS INDICADOR L;Bandeja: Recolectora De Residuos En Chapa Galvanizada;25;25008;295001;372000
EDTHTOK3A;HUMIDIFICADOR MANUAL TOKYO 45L;HUMIDIFICADOR MANUAL TOKYO 2EN1 PURIFICA Y AROMATIZA 45LTS;Tapa:vidrio;25;25008;235036;297000
EDRKAPG6020B;KIT CORTAPELO REMINGTON PG6020;KIT CORTAPELO FACIAL REMINGTON MOD PG6020B 220V + ADAPTADOR;Laminas Recubiertas De Titanio Mas Afiladas, Y Duras . - Cuchillas Auto-Afilables Para Un Corte Superior Y De Larga Duracion . - Cortadora Recargable Para Uso Sin Cable . - 35 Minutos De Corte Sin Cable . - Indicador LED . Disenho Lavable Para Una Limpieza Facil Y Rapida . Cuchillas Lubricadas De Por Vida . Cortador Para Detalles . Cortador Curvo . Mini Afeitadora . Cortador De Vellos De Nariz Y Oidos . Peine Para Cortar Barba De Tres Dias Y Para Barba Normal . Cabezal Para Cortar El Cabello . Base De Carga;28;28002;158924;201000
EDRKAPG181;KIT REMINGTON 5 EN 1 PG181;KIT REMINGTON 5 EN 1 PARA VELLO FACIAL MOD PG181;Este Compacto Modelo, Con Cuchillas De Acero Avanzado Y Que Funciona Con Pilas, Consta De 5 Cabezales Versatiles Para Conseguir El Mejor Look Y Cubrir Todas Tus Necesidades De Afeitado Y Corte En La Zona Facial . Kit De Corte Avanzado 5 En 1 . Cuchillas De Acero Autoafilables De Alta Duracion . Cabezal De Lineal De Precision . Cabezal Miniafeitadora . Cortador Cicular Para Nariz Y Orejas . Cortador De Detalles . Peine Guia Para Longitudes De Pelo De 0,5 A 5 Mm . Lavable, Para Una Limpieza Facil;28;28002;102845;130000
EDTLMCECILIACMAS8N;LAVARROPA TOKYO CECILIA 8KG;LAVARROPA AUTOMATICA TOKYO CECILIA CLEAN MAS 8KG 1400RPM;Capacidad: 8 Kilos . Panel: Digital . Velocidad: 1200 Rpm . Programa Especial Para: Ropa De Bebe . Dispenser Removible De: Jabon Y Suavizante;13;13001;2259977;2848000
EDTLACECILIAI105;LAVARROPA TOKYO CECILIA 105KG;LAVARROPA AUTOMATICA TOKYO CECILIA INVERTER NEXT 105KG 1200RPM;Potencia: 1600W . 15 Programas . Velocidad Maxima: 1200 Rpm . Temperatura Max Del Agua: 60 C . Motor Inverter . Apertura De La Puerta Hasta 180 . Medidas Ancho 60 Cm Altura 85 Cm Prof 65 Cm;13;13001;2750015;3466000
EDTLMTOK8CHILINEN;LAVARROPA TOKYO HILINE 8KG;LAVARROPA TOKYO AUTOMATICA CARGA SUPERIOR CLEAN HILINE 8KGS 220V/50HZ;Lavarropas Tokyo Automatica  . Carga Superior Clean Hiline  . 8Kgs 220V 50Hz . Eficiencia Y Tecnologia Combinadas Para El Mejor Cuidado De Tus Prendas;13;13001;2029095;2557000
EDTLMTOK6HILINEN;LAVARROPA TOKYO TOK6HILIN 6KG;LAVARROPA TOKYO AUTOMATICA CARGA SUPERIOR MOD TOK6HILINE 6KGS 220V/50HZ;Potencia: 360W . 8 Programas . Lavado A Turbina . Con Funcion De Retraso Y Bloqueo De Seguridad . Con 3 Niveles De Temperatura . Con Selector De Enjuague;13;13001;1699991;2142000
EDWLWWG16BB9;LAVARROPA WHIRLPOOL 16K 750RPM;LAVARROPA WHIRLPOOL WWG16BB9LA 16KG CARGA SUP BLANCO 750RPM;Dimensiones (Altoxanchoxprof): 114 X 64 X 67 Cm . Niveles De Agua: 4 . Peso: 41,2 Kg . Revoluciones Por Minuto: 750 . Tapa Vidrio . Voltaje: 220V   50Hz . Color: Blanco . Garantia (Meses): 12 . Numero De Temperaturas: 1 . Panel: Panel Posterior . Empanadas: Niveladores . Sisistema De Lavado: Impellertipo .  (Abertura De Tapa): Carga Superior;13;13001;3964055;4995000
EDWWH13AB;LAVARROPA WHIRLPOOL  13KG;LAVARROPA WHIRLPOOL WWH13AB 13KG CARGA SUP BLANCO 750RPM C/ AGUA CALIE;Lavarropas Whirlpool 13Kg . Carga Superior . 750Rpm Con Agua Caliente . 5 Niveles De Carga Mas Modo Automatico;13;13001;3489963;4398000
EDWLWI10;LAVARROPA WHIRLPOOL 101KG;LAVARROPA WHIRLPOOL WWI10AW 101KG CARGA SUP BLANCO 850RPM;Nueva Whirlpool Eficiente Compacta Por Fuera Grande E Inteligente Por Dentro . Mas Capacidad, Hasta 10 Jeans En Cada Lavado Cuenta Con Una Capacidad De 10,1 Kg . Ciclo Rapido . Panel Digital . Ciclo Inteligente . Lavado Diferido;13;13001;2695008;3396000
EDWLWI12;LAVARROPA WHIRLPOOL 12KG 850RP;LAVARROPA WHIRLPOOL WWI12AW 12KG CARGA SUP BLANCO 850RPM;Lavarropas Whirlpool  . Modelo: Wwi12Aw  . 12Kg Carga Superior  . Blanco 850Rpm;13;13001;2935002;3699000
GLBLT767;LICUADORA TOKYO BL-767;LICUADORA ALTA ROTACION TOKYO IND MOD BL 767 POWER 15KW;Modelo: Bl-767 . Potencia: 1,5W . Voltaje: 220V . Capacidad: 2L . Capacidad Del Tarro: 2000Cc . Peso: 280Kg . Funcion: Batidora De Alimentos, Mezclador De Alimentos, Batidora De Leche, Etc;36;36001;595000;750000
EDALLN541W;LICUADORA ARNO LN54 ;LICUADORA ARNO LN54 POWER MAX 1000W 220V NEGRO Y ROJO ;Potencia: 1000W . Cuchilla De 6 Laminas, No Deja Pedazos, Mezcla Homogenea Y Lisa . Mezcla Total De Todos Los Tipos De Ingredientes, Incluyendo Cubo De Hielo . Efecto Ciclon . Velocidades: 15 . Capacidad Total: 3,1L . Capacidad util 1,75L . Jarra De Acrilico . Negro - Rojo ;1;1003;493790;623000
EDALLQ12;LICUADORA ARNO LQ12;LICUADORA ARNO LQ12 POWER MIX 220V BLANCA 550W;Licuadora Arno Lq12 Power Mix 220V Blanca .  Potencia: 550W . Capacidad Neta: 1,25 Litros . 2 Velocidades + Pulsar . Jarra De Plastico ;1;1003;202608;256000
EDALLQ20;LICUADORA ARNO LQ20;LICUADORA ARNO LQ20 POWERMIX PLUS NEGRA Y ROJA 3VELOC 550W 220V;Potencia: 550W . Capacidad Neta: 1,25 Litros . 3 Velocidades + Pulsar;1;1003;250781;316000
EDALLN517W;LICUADORA ARNO POWER MAX 700W;LICUADORA ARNO POWER MAX 700W BLANCA 220V;Ancho 208 Cm . Alto 326 Cm . Largo 28 Cm . Peso 2140 Gr;1;1003;416941;526000
GLIMTLQL25;LICUADORA BASC METVISA LQL25;LICUADORA BASCULANTE METVISA 25LTS 1 1/2HP MOD LQL25 220V 50HZ;Altura (Mm): 1150 . Longitud (Mm): 550 . Ancho (Mm): 385 . Peso Bruto (Kg): 23 . Peso Neto (Kg): 205 . Metro Cubico: 0278 . Potencia Del Motor (Cv): 15 . Consumo (Kw G): 11 . Voltaje (V): 127 Ou 220 . Capacidad (L): 25 . Rpm (Rpm): 3400 . ;36;36001;2525000;3182000
GLAVSLI20N;LICUADORA COMERC SKYMSEN LI20N;LICUADORA COMERCIAL INOX ALTA ROTACION MOD LI20N INOX 2L 18000RPM 800W 220V 50HZ;Licuadora Comercial Inox  . Alta Rotacion Mod Li20N Inox  . 2L 18000Rpm 800W 220V 50Hz;36;36001;1013725;1278000
GLCSLAR04MB;LICUADORA COMERC SKYMSEN LAR04;LICUADORA COMERCIAL SKYMSEN INOX MOD LAR04MB BAJA ROTACION 4L 3500RPM 1/2HP 220V;Licuadora Comercial Skymsen Inox  . Mod Lar04Mb  . Baja Rotacion 4L  . 3500Rpm 1 2Hp 220V;36;36001;1870625;2357000
GLCSLC4;LICUADORA COMERC SKYMSEN 4L ;LICUADORA COMERCIAL SKYMSEN INOX MOD LC4 BAJA ROTACION 4L 4500RPM 1/2HP 220V 50H;Licuadora Comercial Skymsen Inox  . Mod Lc4  . Baja Rotacion 4L  . 4500Rpm 1 2Hp 220V 50H;36;36001;1346850;1698000
GLIMTLQL4;LICUADORA IND METVISA 4L LQL-4;LICUADORA INDUSTRIAL METVISA 4L BAJ ROT MDLQL 4 1/2CV;Licuadora Industrial Metvisa  . 4L Baj Rot  . MdLql-4-1 2Cv;36;36001;1435000;1809000
GLIMTLQL15;LICUADORA IND METVISA LQL19;LICUADORA INDUSTRIAL METVISA LQL19 19L 220V 50HZ 15CV;Licuadora Industrial Metvisa  . Lql19 19L  . 220V-50Hz 15Cv;36;36001;2585000;3258000
EDXLM811N;LICUADORA MOULINEX PERFECTMIX;LICUADORA MOULINEX PERFECTMIX MOD LM811 VASO CRISTAL 2 LTS 1200W;Licuadora Moulinex Perfectmix Mod Lm811 Vaso Cristal 2 Lts  . 6 Cuchillas De Acero Inoxidable . Potencia: 1200W . 3 Programas Automaticos . Con Una Jarra De Cristal Termorresistente Y De Gran Capacidad 2Lts . Es La Batidora Ideal Para Toda La Familia;1;1003;677772;854000
EDTLMAX4N;LICUADORA TOKYO LICUA 1,5L;LICUADORA TOKYO LICUA MAX4 VELOCIDADES 15 LTS 450W 220V/50HZ;Licuadora Tokyo Licua  . 4 Velocidades  . 15 Lts 450W 220V 50H;1;1003;158991;201000
EDTLMAXP2N;LICUADORA TOKYO LICUAMAX PLUS ;LICUADORA TOKYO LICUAMAX PLUS 2 VELOCIDADES 900W NEGRO;Potencia: 900W . Capacidad: 1,5 Litros . Jarra Acrilica . 2 Velocidades + Pulsar . Cuchilla Desmontable  Material: Plastico;1;1003;158991;201000
EDTLTERMIX2N;LICUADORA TOKYO TERMIX 2 300W;LICUADORA TOKYO TERMIX 2 300W VASO EXTRAIBLE COMO HOPPIE 600ML;Potencia De 300W . Capacidad De 600Ml . Con Vaso Portatil De Plastico . Voltage 220 240 -50 60Hz . Velocidad De Pulso;1;1003;141504;179000
EDXMPOW61N;MAQUINA PAN MOULINEX OW61;MAQUINA DE PAN MOULINEX BAGUETTE OW61 15K;Potencia: 1600W . 750G, 1000G Y 1500G De Pan . Con 16 Programas . 3 Niveles De Tostado . Con Inicio Programado . Con Accesorios Para Baguettes;1;1015;1095048;1380000
EDXMPOW210130N;MAQUINA PAN MOULINEX DORE;MAQUINA DE PAN MOULINEX PAIN DORE 1K 12 PROG;12 Programas De Preparacion . Tamanhos De Pan: 500 G   750 G   1000 G . Interfaz Lcd . 3 Niveles De Tostado . Inicio De Programado Hasta 15 Horas . Mantenimiento De Calor Hasta 1 Hora . Senhal Para Anhadir Ingredientes . Recubrimiento Antiadherente De La Cubeta Panificadora . Potencia: 720 W . Numero De Cuchillas: 1 (Una);1;1015;798104;1006000
EDXSPY31N;MBEJU MAKER MOULINEX CREPPARTY;MBEJU MAKER MOULINEX CREPPARTY 4 UNIDADES 720W;Fabricante De Mbeju Moulinex Crep Party 4 . Placa Antiadherente 11,5 Cm De Diametro . Potencia 720W  . Incluye 4 Espatulas;1;1005;303845;383000
EDTM20ESN;MICROONDA TOKYO 20L 1250W;MICROONDA TOKYO 20ES VIDRIO ESPEJADO CON GRILL 20L 1250W;Ancho 38 Cm . Alto 488 Cm . Largo 291 Cm . Peso 13380 Gr;15;15003;592816;747000
EDWMS20CN;MICROONDA WHIRLPOOL WMS20 20L;MICROONDA WHIRLPOOL WMS20CZWDS 20L S/ GRILL BLANCO;Permite Cocinar De Manera Sencilla Y Rapida Gracias A Sus Programas Predefinidos Y Su Pantalla Con Disenho Intuitivo . Disenho Intuitivo . Respetuoso Del Medio Ambiente . Facil Limpieza . La Seguridad;15;15003;572850;722000
ELPHNTX800;EQUIPO SONID HIFI PHILIPS 3800;MINISISTEMA HIFI PHILIPS C/BLUETOOH NFC POTENCIA 3800W NTX800MU/55 NTX800SB/55;Minisistema Hifi Philips Con Bluetooh Nfc Potencia .  3800W Ntx800Mu 55 Ntx800Sb 55 . Ancho 42 Cm . Alto 1175 Cm . Largo 110 Cm . Peso 5913 Kg;21;21001;6360109;8014000
EDAMDDJ3N;MIXER ARNO DDJ3 TURBOMIX PLUS;MIXER ARNO MOD DDJ3 TURBOMIX PLUS CON MINIPROCESADOR 300W;Potencia 300W .  Boton Ergonomico . Vaso Medidor De 800 Ml, Especial Para Hacer Mayonesa, Sopas Y Diferentes Preparaciones Accesorio Multiprocesador . Anillo Para Colgar: Practica Que Permite Guardar Facilmente . Base Removible: Facilita La Limpieza Del Producto;1;1008;249575;315000
GMIPGPR500E;MIXTERA ELECT PROGAS PR-500E;MIXTERA ELECTRICA PROGAS 6 PANES PR 500E;Marca: Progas . Sandwichera Doble Con Media Prensa . Estructura De Acero Inoxidable . Para 6 Panes;36;36001;1450000;1827000
GMTHC600;MOLEDOR CAFE TOKYO HC600;MOLEDOR DE CAFE TOKYO IND MOD HC600 035KW 220V;Moledor De Cafe Tokyo Industrial Mod Hc600 035Kw 220V;36;36001;2587100;3260000
EDXMHV4N;MOLEDOR DE CARNE MOULINEX;MOLEDOR DE CARNE MOULINEX MOD HV4 2000W;Molino De Carne Moulinex Mod-Hv4 2000W Edxmhv4-N .  Cuchilla Autoafilable .  Sistema De Seguridad Secure Lock .  7 En 1  . 3 Conos Ralladores Salchicha - Kebbe .  3 Discos De Acero Inoxidable Para Picar Fino,    Medio Y Grueso .  2000 W ;1;1008;988049;1245000
GMTTC8;MOLINO CARNE TOKYO IND TC-8;MOLINO DE CARNE TOKYO INDUSTRIAL MOD TC 8 BOCA 8;Molino De Carne  . Tokyo Industrial  . Mod Tc-8 Boca 8;36;36001;2450000;3087000
GMMMPAM;MULTIPROCESADOR METVISA MPAM;MULTIPROCESADOR METVISA 6 DISCOS TIPO MPAM 220V/50 HZ;Altura (Mm): 490 . Longitud (Mm): 470 . Ancho (Mm): 340 . Peso Bruto (Kg): 385 . Peso Neto (Kg): 354 . Metro Cubico: 0159 . Potencia Del Motor (Cv): 1 2 . Consumo (Kw H): 037 . Voltaje (V): 127 Ou 220 . Produccion (Kg H): 180 . Rpm (Rpm): 1740 . Discos (Und): 6 . Diametro De La Boquilla Mas Grande (Mm): 120 . Diametro De La Boquilla Menor (Mm): 4;36;36001;5150000;6489000
EDTPRMICHEFPRON;MULTIPROCESADOR TOKYO MICHEF;MULTIPROCESADOR TOKYO MICHEF PRO 10 ACCESORIOS 6 FUNCIONES EN 1 500W;Potencia: 500W .  2 Velocidades + Pulsar .  6 Funciones En 1 .  Incluye Diversos Accesorios;1;1008;373458;471000
EDTNFRESHAIRT;NEBULIZADOR TOKYO ULTRASONICO;NEBULIZADOR TOKYO ULTRASONICO MOD FRESH AIR TOP C/ ALARMA Y TERMOMETRO;El Nebulizador Ultrasonico Familiar Fresh Air De Tokyo Es Un Dispositivo Medico Que Convierte Los Medicamentos En Estado Liquido En Particulas Finas Que Son Absorbidas Por Las Vias Respiratorias Con Mayor Facilidad Y Rapidez . De Esta Manera, El Tratamiento Es Mucho Mas Eficiente, El Paciente Reacciona Mas Rapidamente A Las Terapias Respiratorias . Recomienda Para Tratar Problemas Respiratorios, Diversas Alergias O Asma . Funcionamiento Ultra Silencioso;28;28007;310009;391000
UTIOP0305300N;OLLA A PRESION IMUSA 6L SMART;OLLA A PRESION IMUSA 6L SMART MOD 0305300;Ancho 378 Cm . Alto 16 Cm . Largo 213 Cm . Peso 1790 Gr;15;15007;230815;291000
UTIO381900N;OLLA IMUSA AD 20CM 3L TV 38190;OLLA IMUSA AD 20CM 3L TV TALENT MOD 381900;Ancho 205 Cm . Alto 35 Cm . Largo 10 Cm . Peso 34 Kg;15;15007;96480;122000
UTIO0375100N;OLLA IMUSA AD 24CM 46L 03751;OLLA IMUSA AD 24CM 46L TV TALENT MASTER MOD 0375100;Ancho 355 Cm . Alto 144 Cm . Largo 255 Cm . Peso 1580 Gr;15;15007;144519;183000
UTIO0127800N;OLLA IMUSA AD 24CM TV I+R 1278;OLLA IMUSA AD 24CM TV I+R MOD 127800;Ancho 32 Cm . Alto 17 Cm . Largo 25 Cm . Peso 1590 Gr;15;15007;159058;201000
UTIO8043500N;OLLA IMUSA CALDERO AF 26CM YV;OLLA IMUSA CALDERO AF 26CM YV ORIG N7 MOD 8043500;Ancho 34 Cm . Alto 166 Cm . Largo 27 Cm . Peso 1560 Gr;15;15007;190012;240000
ELPHBT60BK94N;PARLANTE PORT PHILIPS BT60BK94;PARLANTE PORTATIL PHILIPS BT60BK94 NEGRO BT RADIO FM 3W;Parlante Portatil Philips  . Modelo Bt60Bk94  . Negro  . Bt Radio Fm 3W;21;21001;119997;152000
ELTPPARTY2500N;PARLANTE TOKYO EXTR PARTY 2500;PARLANTE TOKYO EXTREME PARTY 2500 LUZ LED BLUETOOH FM/USB/SD 2 MIC INAL CON CO;Parlante Tokyo Extreme Party 2500  . Luz Led  . Bluetooh  . Fm Usb Sd  . 2 Microfonos Inal;21;21001;596970;753000
EDGFO3320SN;PARRILLA FAM GEORGE FOREMAN;PARRILLA ELECTRICA FAMILIAR GEORGE FOREMAN GFO3320S CL 15 PORCIONES 2000W + ADAP;Parrilla Electrica Familiar George Foreman Gfo3320S-Cl  . 15 Porciones 2000W;1;1017;835021;1053000
